label	chr	pos1	pos2	type	elem	id	flank_side	elements	strand	ENdb_id	jiang_TEs	jiang_SEs	tonekaboni_COREs_h1	barakat_naive_CSS_RPP	barakat_primed_CSS_RPP	barakat_naive_SE	barakat_primed_SE	kunarso_CTCF_peaks	kunarso_NANOG_peaks	kunarso_OCT4_peaks	HACER_GRO_seq	lu_active_RNAseq	wang_id	wang_state	zhang_RNAseq_rank	goke_id	goke_stage	carter_ltr_subfamily	ATAC_seq_peaks	H1_ChromHMM	H1_CIS	endo_ChromHMM	endo_CIS
solo:LTR7C:140	chr1	209471560	209472000	solo	LTR7C	140	NA	1	-	NA	TE_02_21606747	Sample_02_425, Sample_02_124	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Het, ZNF-Rpts	cont_Low_EnhWk	Het	cont_Het_Rpts
solo:LTR7C:141	chr12	100582021	100582464	solo	LTR7C	141	NA	1	-	NA	TE_02_28422669, TE_02_28902364, TE_02_29101043, TE_02_29201550, TE_02_43302648	Sample_01_088	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Het	cont_Tx_EnhG2	Het	cont_Low_TssBiv
solo:LTR7C:151	chr12	124107088	124107505	solo	LTR7C	151	NA	1	-	NA	TE_02_17715504, TE_02_35613001, TE_02_41505478, TE_02_12400955, TE_02_18300805, TE_02_36404271, TE_02_41700143, TE_02_37100523	NA	NA	NA	NA	present	present	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Het	cont_TxWk_EnhWk	NA	NA
solo:LTR7C:152	chr1	212429922	212430394	solo	LTR7C	152	NA	1	-	NA	TE_00_02010273, TE_01_02908714, TE_02_04012258, TE_02_17120212, TE_02_17210166, TE_02_23712697, TE_02_24204155, TE_02_33018312, TE_00_03105148, TE_02_33602271	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
solo:LTR7C:153	chr12	128019851	128020321	solo	LTR7C	153	NA	1	-	NA	TE_00_03505061, TE_01_08907206, TE_02_23702029, TE_02_24102221, TE_02_31600529, TE_02_35401419	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
solo:LTR7C:158	chr12	13377019	13377349	solo	LTR7C	158	NA	2	-	NA	TE_00_02309382, TE_00_04107138, TE_01_05301081, TE_02_04509313, TE_02_12004153, TE_02_12201085, TE_02_16905142, TE_02_28106220, TE_02_32202445, TE_02_33207217, TE_02_33306483, TE_02_33407407, TE_02_33506437, TE_02_43207571, TE_00_01107320, TE_00_03500647, TE_00_04202722, TE_00_04313074, TE_01_05900422, TE_01_08502230, TE_01_08904763, TE_02_00500731, TE_02_08000174, TE_02_16600747, TE_02_16705615, TE_02_16805944, TE_02_20500086, TE_02_35800037, TE_02_03808855, TE_02_04002184, TE_02_08600128, TE_02_13900115, TE_02_17004364, TE_02_37002093, TE_02_42800766, TE_02_43000346	Sample_02_021, Sample_02_195, Sample_02_196, Sample_02_199, Sample_02_240, Sample_02_237, Sample_02_241, Sample_02_242, Sample_02_354, Sample_02_424	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Het	cont_Low_TssBiv	NA	NA
solo:LTR7C:159	chr12	14724890	14725330	solo	LTR7C	159	NA	1	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
solo:LTR7C:16	chr10	18582949	18583421	solo	LTR7C	16	NA	1	+	NA	TE_01_02309377, TE_01_02505682, TE_01_03907138, TE_01_04308932, TE_01_04403895, TE_02_00802359, TE_02_00906095, TE_02_01208862, TE_02_01309153, TE_02_03105301, TE_02_04815272, TE_02_04906470, TE_02_05804321, TE_02_05904432, TE_02_06005033, TE_02_11021073, TE_02_11616554, TE_02_12614982, TE_02_12804302, TE_02_13219243, TE_02_15006490, TE_02_17604748, TE_02_17704034, TE_02_22105970, TE_02_22206585, TE_02_22301839, TE_02_22405432, TE_02_22508097, TE_02_22607506, TE_02_23215134, TE_02_23418542, TE_02_24704141, TE_02_26703090, TE_02_26816935, TE_02_30514178, TE_02_31112232, TE_02_31611097, TE_02_33414911, TE_02_33609489, TE_02_33709814, TE_02_34307724, TE_02_36002783, TE_02_36205965, TE_02_36303815, TE_02_39909350, TE_02_42815031, TE_02_42910083	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TxWk	cont_Tx_EnhG2	NA	NA
solo:LTR7C:182	chr12	39060254	39060695	solo	LTR7C	182	NA	1	+	NA	TE_01_06401214	Sample_02_319	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
solo:LTR7C:191	chr1	247079360	247079768	solo	LTR7C	191	NA	1	-	NA	TE_02_28502348, TE_02_32305345, TE_02_33600984, TE_02_17901338	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TssFlnkD, EnhWk	cont_Tss_noEnh	TssFlnkU, TssFlnk	cont_Low_TssBiv
solo:LTR7C:194	chr12	54736202	54736640	solo	LTR7C	194	NA	1	+	NA	TE_02_19303950, TE_00_02710661	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Het	cont_Low_TssBiv	NA	NA
solo:LTR7C:211	chr12	92957048	92957473	solo	LTR7C	211	NA	1	-	NA	TE_01_05616671, TE_02_06919943, TE_02_26814406, TE_02_28810629, TE_02_35909436, TE_03_01313013, TE_01_01801303, TE_01_02701688, TE_02_01001467, TE_02_01108435, TE_02_05403199, TE_02_07401313, TE_02_11004036, TE_02_17105160, TE_02_17205438, TE_02_17301177, TE_02_17501760, TE_02_17706534, TE_02_28905743, TE_02_42300709, TE_03_00505346, TE_03_00702130, TE_03_00801948, TE_03_00902789, TE_03_01005709, TE_03_01502185, TE_03_01601694, TE_02_05500434, TE_02_26200997	Sample_02_089, Sample_02_183, Sample_00_031, Sample_02_107, Sample_02_261	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Het	cont_Low_TssBiv	Het	cont_Low_TssBiv
solo:LTR7C:213	chr13	110957366	110957837	solo	LTR7C	213	NA	1	-	NA	TE_00_04216277, TE_00_04311942, TE_01_00611052, TE_01_01904866, TE_01_03702697, TE_01_04107640, TE_01_05402449, TE_01_05806485, TE_01_05904472, TE_01_06102870, TE_01_06607006, TE_01_07908921, TE_01_08509638, TE_02_00900986, TE_02_03315888, TE_02_04708651, TE_02_07402181, TE_02_08002006, TE_02_08109448, TE_02_11300346, TE_02_11608361, TE_02_12706915, TE_02_13109937, TE_02_14100471, TE_02_14300178, TE_02_15004177, TE_02_18001942, TE_02_18101904, TE_02_19100101, TE_02_20000023, TE_02_23605496, TE_02_24100893, TE_02_26404002, TE_02_29502222, TE_02_32303579, TE_02_32403869, TE_02_35503299, TE_02_35602051, TE_02_40500583, TE_02_40600127, TE_02_42402199, TE_02_43305816, TE_00_00303149, TE_01_03602757, TE_02_00503758, TE_02_01003854, TE_02_01102780, TE_02_05300051, TE_02_05400600, TE_02_05500416, TE_02_06901108, TE_02_08602554, TE_02_08703918, TE_02_11200078, TE_02_14403596, TE_02_16401254, TE_02_16502042, TE_02_16600865, TE_02_17100163, TE_02_17201266, TE_02_17800412, TE_02_18301846, TE_02_18800198, TE_02_20500341, TE_02_22800097, TE_02_23701964, TE_02_24000020, TE_02_24201289, TE_02_25601562, TE_02_26700843, TE_02_28002474, TE_02_28101594, TE_02_30507083, TE_02_32101510, TE_02_35300293, TE_02_35800107, TE_02_39500922, TE_02_39806327, TE_02_40100592, TE_02_40202686, TE_02_42600156, TE_02_43000927	Sample_02_190, Sample_02_196, Sample_00_031, Sample_01_034, Sample_01_039, Sample_02_021, Sample_02_068, Sample_02_167, Sample_02_173, Sample_02_175, Sample_02_177, Sample_02_199, Sample_02_268, Sample_02_270, Sample_02_352, Sample_02_354, Sample_02_359, Sample_02_408, Sample_02_409, Sample_02_423, Sample_02_427, Sample_02_428, Sample_02_429	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	Het	cont_Het_Rpts	NA	NA
solo:LTR7C:214	chr13	111062979	111063422	solo	LTR7C	214	NA	1	+	NA	TE_02_04206664, TE_02_06512943, TE_02_12408065, TE_02_12510505, TE_02_34809275, TE_02_34909572, TE_02_03503772, TE_02_37500027, TE_02_37800552	Sample_02_372	NA	NA	NA	NA	NA	NA	1	NA	GSE41009_3360	NA	NA	NA	NA	NA	NA	NA	NA	EnhWk	cont_Low_EnhWk	ReprPCWk	cont_Low_TssBiv
solo:LTR7C:215	chr13	112799301	112799699	solo	LTR7C	215	NA	1	-	NA	TE_01_05903355, TE_02_04020537, TE_02_12407556, TE_02_23416828, TE_02_42401697, TE_02_08102303, TE_02_17609237, TE_02_32100922, TE_02_39701955	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TxWk	cont_TxWk_Enh	NA	NA
solo:LTR7C:220	chr13	26903419	26903850	solo	LTR7C	220	NA	1	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
solo:LTR7C:237	chr13	55671548	55671987	solo	LTR7C	237	NA	1	-	NA	TE_00_01300194, TE_01_03300051, TE_02_04005104, TE_02_04200618, TE_02_12500802	Sample_00_012, Sample_02_036, Sample_02_064, Sample_02_065	NA	NA	NA	NA	NA	NA	NA	NA	GSE41009_3631, GSE64758_460	NA	NA	NA	NA	NA	NA	NA	NA	Tx	cont_EnhA	NA	NA
solo:LTR7C:240	chr13	62131748	62132166	solo	LTR7C	240	NA	1	+	NA	TE_00_02403396, TE_02_03801045, TE_02_04300094, TE_02_12411208	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
solo:LTR7C:248	chr13	82661014	82661469	solo	LTR7C	248	NA	1	-	NA	TE_02_28504536, TE_02_28602249	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
solo:LTR7C:262	chr14	21796228	21796666	solo	LTR7C	262	NA	1	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
solo:LTR7C:264	chr14	23939575	23940044	solo	LTR7C	264	NA	1	-	NA	TE_02_43113846, TE_00_01403875, TE_01_08204420, TE_02_32505663, TE_02_32601962, TE_02_32701800	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
solo:LTR7C:265	chr14	27919140	27921547	solo	LTR7C	265	NA	2	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Het	cont_Het_Rpts	NA	NA
solo:LTR7C:268	chr14	38699786	38700262	solo	LTR7C	268	NA	1	-	NA	TE_02_14403372, TE_02_25304424, TE_02_25608266, TE_02_31607484, TE_02_31809536, TE_02_34110511, TE_02_42103883, TE_02_31201226, TE_02_33703667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
solo:LTR7C:275	chr14	50028519	50028938	solo	LTR7C	275	NA	1	+	NA	TE_00_02606184, TE_02_20704176, TE_00_02500585, TE_01_05600444, TE_01_07302054, TE_01_08104638, TE_01_08801332, TE_01_09200778, TE_02_07301107, TE_02_10702680, TE_02_18200005, TE_02_27400244, TE_02_28000422, TE_02_28201223, TE_02_35902889, TE_02_36600457, TE_02_36702416, TE_02_39500104, TE_02_39900242, TE_02_40100260, TE_02_40200402, TE_02_41900068, TE_02_42900419, TE_02_43000065, TE_03_00701577	Sample_00_011, Sample_00_041, Sample_01_041, Sample_01_045, Sample_01_058, Sample_01_070, Sample_01_072, Sample_01_076, Sample_01_086, Sample_01_089, Sample_02_005, Sample_02_053, Sample_02_054, Sample_02_055, Sample_02_056, Sample_02_057, Sample_02_063, Sample_02_069, Sample_02_095, Sample_02_097, Sample_02_099, Sample_02_100, Sample_02_105, Sample_02_110, Sample_02_112, Sample_02_113, Sample_02_116, Sample_02_151, Sample_02_171, Sample_02_172, Sample_02_183, Sample_02_184, Sample_02_185, Sample_02_209, Sample_02_241, Sample_02_263, Sample_02_264, Sample_02_265, Sample_02_301, Sample_02_305, Sample_02_317, Sample_02_353, Sample_02_396, Sample_02_398, Sample_02_428, Sample_03_013, Sample_03_015, Sample_01_024, Sample_01_057, Sample_01_075, Sample_02_087, Sample_02_237, Sample_02_242, Sample_02_354, Sample_03_008	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
solo:LTR7C:283	chr14	83225090	83226320	solo	LTR7C	283	NA	2	-	NA	TE_02_14414609, TE_02_19907809, TE_02_23717103, TE_02_33614128	NA	NA	NA	NA	NA	NA	NA	NA	NA	GSE41009_4225	NA	NA	NA	NA	NA	NA	NA	NA	Het	cont_Low_TssBiv	NA	NA
solo:LTR7C:287	chr14	86270465	86270931	solo	LTR7C	287	NA	1	+	NA	TE_02_02115813, TE_02_08009198, TE_02_17608195, TE_02_28507382, TE_02_28610831, TE_02_35212791, TE_02_43204131	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
solo:LTR7C:29	chr10	46054554	46055019	solo	LTR7C	29	NA	1	-	NA	TE_00_01004823, TE_02_01503561, TE_02_04402317, TE_02_04906919, TE_02_22507818, TE_02_32802378, TE_01_04406990, TE_02_00205094, TE_02_02000984, TE_02_04804983, TE_02_09602364, TE_02_12400965, TE_02_14411506, TE_02_16805026, TE_02_16902865, TE_02_17610236, TE_02_20700533, TE_02_34208862, TE_02_34304950, TE_02_34505640	Sample_00_024, Sample_01_080, Sample_02_038, Sample_02_043, Sample_02_104, Sample_02_322	NA	NA	NA	present	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	EnhWk, TxWk	cont_Low_EnhWk	NA	NA
solo:LTR7C:292	chr14_KZ208920v1_fix	240554	241023	solo	LTR7C	292	NA	1	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
solo:LTR7C:295	chr15	27933463	27933851	solo	LTR7C	295	NA	1	-	NA	TE_02_35912852, TE_02_18509167, TE_02_30003860	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Het	cont_Low_TssBiv	NA	NA
solo:LTR7C:296	chr15	29519731	29520136	solo	LTR7C	296	NA	1	+	NA	TE_02_03315727, TE_02_42903585, TE_02_17703001, TE_02_22200199, TE_02_32401024, TE_02_42801083, TE_02_43001853	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Het	cont_Low_TssBiv
solo:LTR7C:3	chr10	112328422	112328890	solo	LTR7C	3	NA	1	+	NA	TE_02_18406728, TE_02_18309176, TE_02_18504356, TE_02_21022121, TE_02_35914790	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
solo:LTR7C:326	chr15	92779719	92780156	solo	LTR7C	326	NA	1	-	NA	TE_01_05001161, TE_02_00401586, TE_02_04506615	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Het	cont_Low_EnhWk	NA	NA
solo:LTR7C:329	chr15_KI270905v1_alt	1795228	1795633	solo	LTR7C	329	NA	1	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
solo:LTR7C:33	chr10	55823267	55823691	solo	LTR7C	33	NA	1	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GSE41009_1701	NA	NA	NA	NA	NA	NA	NA	NA	Het	cont_Low_TssBiv	NA	NA
solo:LTR7C:331	chr15_KI270905v1_alt	67750	68149	solo	LTR7C	331	NA	1	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
solo:LTR7C:332	chr15_KN538374v1_fix	1682744	1683149	solo	LTR7C	332	NA	1	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
solo:LTR7C:334	chr15_KN538374v1_fix	67750	68149	solo	LTR7C	334	NA	1	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
solo:LTR7C:336	chr16	10339644	10340071	solo	LTR7C	336	NA	1	-	NA	TE_02_19903115, TE_02_20400306, TE_02_34212180, TE_02_34311110, TE_02_43001229, TE_00_00504088, TE_01_02004631, TE_01_02300371, TE_01_03702830, TE_01_04003103, TE_01_06103477, TE_01_06904685, TE_01_08204879, TE_01_08411054, TE_02_00505442, TE_02_01101444, TE_02_01201192, TE_02_02104565, TE_02_11702471, TE_02_12202655, TE_02_13300445, TE_02_14406678, TE_02_18302853, TE_02_25306112, TE_02_26700487, TE_02_28100350, TE_02_32501781, TE_02_32605209, TE_02_32700683, TE_02_33805187, TE_02_35205803, TE_02_35502958, TE_02_35704414, TE_02_42800693, TE_02_42900917, TE_02_43209985	Sample_02_010, Sample_02_268, Sample_02_009	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ZNF-Rpts, Het	cont_Het_Rpts	ZNF-Rpts	cont_Het_Rpts
solo:LTR7C:346	chr16	31609056	31609479	solo	LTR7C	346	NA	1	+	NA	NA	Sample_02_179	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ZNF-Rpts, Het	cont_Het_Rpts_strong	ZNF-Rpts, Het	cont_Het_Rpts_strong
solo:LTR7C:347	chr16	3163609	3164081	solo	LTR7C	347	NA	1	+	NA	TE_02_20706902, TE_00_04404086, TE_01_00601440, TE_01_01200173, TE_01_03005949, TE_01_03400158, TE_01_03901668, TE_01_04204077, TE_01_05403809, TE_01_07501131, TE_01_09200949, TE_02_01501210, TE_02_02401403, TE_02_03307157, TE_02_03404173, TE_02_03505104, TE_02_03601016, TE_02_03804732, TE_02_05802878, TE_02_05903136, TE_02_06003209, TE_02_09501298, TE_02_09600171, TE_02_09904454, TE_02_12404731, TE_02_12601531, TE_02_12701242, TE_02_13100966, TE_02_13201209, TE_02_16404988, TE_02_16503771, TE_02_16601248, TE_02_16701397, TE_02_17606752, TE_02_23409031, TE_02_24703231, TE_02_25700763, TE_02_28003747, TE_02_30502645, TE_02_31305626, TE_02_33202579, TE_02_33403432, TE_02_34810145, TE_02_34911826, TE_02_35402448, TE_02_35600841, TE_02_40100335, TE_02_42600972, TE_02_42803367, TE_02_42902833, TE_02_43102944, TE_02_43500296, TE_03_00401187, TE_03_00801692, TE_03_01400097, TE_01_04600242, TE_02_23702418, TE_02_30100723	Sample_02_032, Sample_02_352, Sample_02_355, Sample_02_402, Sample_02_404, Sample_01_084, Sample_02_179, Sample_02_182, Sample_02_367	h1_COREs_1381	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	ReprPCWk	cont_ReprPC_Biv
solo:LTR7C:367	chr16	78413892	78414334	solo	LTR7C	367	NA	1	+	NA	TE_02_13600032, TE_02_13900017	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Het	cont_Low_TssBiv
solo:LTR7C:373	chr17	13928565	13929002	solo	LTR7C	373	NA	1	-	NA	TE_00_00502817, TE_00_03102117, TE_01_02001048, TE_01_02403121, TE_01_04001184, TE_02_10201456, TE_02_11701164, TE_02_12104938, TE_02_21304414, TE_02_28800562, TE_02_32703449, TE_02_38703024, TE_02_43208963	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
solo:LTR7C:377	chr17	30588892	30589236	solo	LTR7C	377	NA	2	-	NA	TE_02_17603237, TE_02_20704536, TE_01_03803070, TE_01_06605479, TE_02_02806561, TE_02_11203590, TE_02_17108810, TE_02_17208788, TE_02_25602947, TE_02_27400479, TE_02_31705311, TE_02_42803958	Sample_02_300	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
solo:LTR7C:378	chr1	73142936	73143372	solo	LTR7C	378	NA	1	-	NA	TE_02_38208269	NA	NA	NA	NA	NA	NA	NA	NA	NA	GSE41009_1047	NA	NA	NA	NA	NA	NA	NA	NA	Het	cont_Het_Rpts	NA	NA
solo:LTR7C:383	chr17	40372446	40372915	solo	LTR7C	383	NA	1	-	NA	TE_01_01814593, TE_01_02706711, TE_01_04516607, TE_02_08002481, TE_02_09705964, TE_02_10515439, TE_02_24014381, TE_02_31609322, TE_02_42804807, TE_02_42909008, TE_02_43005313, TE_03_00202913, TE_03_01315049, TE_02_08612592, TE_02_15000718, TE_02_17707147, TE_02_28006229	Sample_02_144, Sample_02_176, Sample_02_256, Sample_02_337, Sample_02_396, Sample_03_009	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
solo:LTR7C:385	chr17	43148327	43148734	solo	LTR7C	385	NA	1	-	NA	TE_02_12402604	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
solo:LTR7C:386	chr17	5239872	5241581	solo	LTR7C	386	NA	17	+	NA	TE_00_03507737, TE_00_03904813, TE_01_02705076, TE_01_09212848, TE_02_02111623, TE_02_04804464, TE_02_05616774, TE_02_10511210, TE_02_14802198, TE_02_24214985, TE_02_36708403, TE_02_36805137, TE_01_07504691, TE_01_08202947, TE_02_02203322, TE_02_02300600, TE_00_00500373, TE_00_00707274, TE_00_00809254, TE_00_00905427, TE_00_02007015, TE_00_02703088, TE_00_03606720, TE_00_04002441, TE_00_04312217, TE_00_04401807, TE_00_04500491, TE_01_03711519, TE_01_05300431, TE_01_06700323, TE_01_07612284, TE_01_07907368, TE_01_08508066, TE_01_08909959, TE_02_02400081, TE_02_02603575, TE_02_09600435, TE_02_11801684, TE_02_12002820, TE_02_12101630, TE_02_17600608, TE_02_20702800, TE_02_21202349, TE_02_23410259, TE_02_25704381, TE_02_35406901, TE_02_36302737, TE_02_43208707	Sample_02_283, Sample_01_020, Sample_01_030, Sample_01_084, Sample_02_025, Sample_02_123, Sample_02_213, Sample_02_288, Sample_02_320, Sample_02_321, Sample_02_387, Sample_02_394, Sample_02_404	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
solo:LTR7C:395	chr17	64764752	64765196	solo	LTR7C	395	NA	1	-	NA	TE_00_01113367, TE_00_02216067, TE_02_01922108, TE_00_00603104, TE_00_02002063, TE_00_03508524, TE_00_03602551, TE_00_04306978, TE_01_04601228, TE_01_07902051, TE_02_03905561, TE_02_04010470, TE_02_04502835, TE_02_04603585, TE_02_04700225, TE_02_04800846, TE_02_04901228, TE_02_09600178, TE_02_09910938, TE_02_25200739, TE_02_25400709, TE_02_25606700, TE_02_30202354, TE_02_33002057	Sample_02_032, Sample_02_044, Sample_02_086, Sample_02_105, Sample_02_237, Sample_02_240, Sample_02_353	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TxWk	cont_TxWk_EnhWk	NA	NA
solo:LTR7C:399	chr17	68122450	68122890	solo	LTR7C	399	NA	1	-	NA	TE_01_08701857, TE_02_07304292, TE_02_22402864	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Het	cont_Low_TssBiv	NA	NA
solo:LTR7C:408	chr17	82346372	82346833	solo	LTR7C	408	NA	1	-	NA	TE_02_23713667, TE_02_28404153, TE_00_02506250, TE_01_03701937, TE_01_03800331, TE_01_05501424, TE_01_05701424, TE_01_07206905, TE_01_09104571, TE_01_09207677, TE_02_01400507, TE_02_01900576, TE_02_03201413, TE_02_08403071, TE_02_08503905, TE_02_09608847, TE_02_11400011, TE_02_19900038, TE_02_20300434, TE_02_20700382, TE_02_24703557, TE_02_28501338, TE_02_28600857, TE_02_31203812, TE_02_31407110, TE_02_35305001, TE_02_36500204, TE_02_39701545, TE_02_41000065, TE_02_08700242, TE_02_32200520	Sample_01_039, Sample_02_352, Sample_02_380, Sample_02_407, Sample_02_408, Sample_02_409, Sample_02_436, Sample_02_015, Sample_02_424	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	EnhWk	cont_TxWk_EnhWk	NA	NA
solo:LTR7C:411	chr18	1785752	1786220	solo	LTR7C	411	NA	1	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
solo:LTR7C:42	chr10	83167134	83167555	solo	LTR7C	42	NA	1	+	NA	TE_02_29605677, TE_02_30605290, TE_02_31207893, TE_02_33800575	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
solo:LTR7C:429	chr18	64275330	64275768	solo	LTR7C	429	NA	1	-	NA	TE_00_00312844, TE_01_01701425, TE_01_03708421, TE_02_28407443, TE_00_01603216, TE_00_01800175, TE_00_01900246, TE_00_02001571, TE_00_03608173, TE_01_03300529, TE_02_01802223, TE_02_03600006, TE_02_03811529, TE_02_04203283, TE_02_06501226, TE_02_06702123, TE_02_32501332, TE_02_32602999, TE_02_32701164, TE_02_33607868	Sample_00_012, Sample_02_125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	EnhA2	cont_Het_Rpts	NA	NA
solo:LTR7C:438	chr18_KZ559116v1_alt	41571	42039	solo	LTR7C	438	NA	1	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
solo:LTR7C:441	chr19	14275957	14276392	solo	LTR7C	441	NA	1	+	NA	TE_02_12805888, TE_02_17611816, TE_02_21600732	NA	NA	NA	NA	NA	NA	NA	1	NA	GSE41009_5993	NA	NA	NA	NA	NA	NA	NA	NA	Het	cont_TxWk_EnhWk	Het	cont_Low_TssBiv
solo:LTR7C:443	chr19	15070288	15070754	solo	LTR7C	443	NA	1	-	NA	TE_02_02114017, TE_02_05718258, TE_02_35212371, TE_01_04504704, TE_01_05900010, TE_02_06304263, TE_02_08603318, TE_02_09901212, TE_02_10503912, TE_02_16600992, TE_02_16700512, TE_02_17804152, TE_02_39800064	Sample_02_005, Sample_02_095, Sample_02_201	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Het	cont_Het_Rpts_strongest	NA	NA
